,full_price,city,eu_country,bedrooms,person_capacity,cleanliness_rating,guest_satisfaction_overall,distance_to_center,distance_to_metro
2062,694.3500574133527,amsterdam,Netherlands,2,4.0,9.0,93.0,2.0550047043460538,0.7788647890277851
2065,1075.387247205493,amsterdam,Netherlands,2,4.0,9.0,92.0,0.8321125546699246,0.9602548844160425
2066,860.2629297213696,amsterdam,Netherlands,2,4.0,10.0,99.0,1.4672474892094842,1.5950426564827085
2079,728.7980690366275,amsterdam,Netherlands,2,4.0,10.0,97.0,1.1643127509525493,0.4546081869318674
2127,608.5815386778526,athens,Greece,3,6.0,10.0,98.0,0.453387407206746,0.4328925347775329
2386,622.6419515853116,athens,Greece,2,6.0,10.0,98.0,0.5604421074592753,0.5324327318720579
2522,776.6034729219882,athens,Greece,2,6.0,10.0,99.0,1.0102921005066778,0.4421735560555077
2756,609.5188995383498,athens,Greece,2,6.0,10.0,98.0,1.901027492414321,0.2336211681107174
2874,747.5452862465728,athens,Greece,1,2.0,10.0,99.0,1.0569886735746967,0.1904918582081761
3071,707.0044290300659,athens,Greece,2,6.0,10.0,100.0,0.7784916174245561,0.6798634699426492
3330,869.1678578960937,athens,Greece,4,6.0,9.0,80.0,0.4231498052679728,0.4018524745703484
3422,684.2734281630071,athens,Greece,1,4.0,10.0,100.0,1.2217542593890458,0.2723153689012508
3543,649.1223958943594,athens,Greece,3,5.0,10.0,100.0,0.7283191243108208,0.6962392588176868
4720,1043.2826377334616,athens,Greece,3,6.0,10.0,100.0,0.6296760250577338,0.4593162472258911
5075,603.1917137299932,athens,Greece,2,6.0,9.0,88.0,0.1608559326333213,0.1350151291544749
5569,608.5815386778526,athens,Greece,3,6.0,10.0,98.0,0.4534069521371996,0.4329110767922441
5751,605.0664354509878,athens,Greece,2,5.0,10.0,100.0,0.8912021857975915,0.3644697172504302
6084,614.2057038408361,athens,Greece,2,4.0,10.0,100.0,0.869216364696692,0.5821885847885824
6088,707.0044290300659,athens,Greece,2,6.0,10.0,100.0,0.778498952317563,0.6798585174762481
6134,869.1678578960937,athens,Greece,4,6.0,9.0,80.0,0.4231404484943317,0.4018436608858677
6144,684.2734281630071,athens,Greece,1,4.0,10.0,100.0,1.2217458638401817,0.272326314938201
6163,649.1223958943594,athens,Greece,3,5.0,10.0,100.0,0.7283360277678222,0.6962561691981295
6344,1043.2826377334616,athens,Greece,3,6.0,10.0,100.0,0.6296685976482393,0.4593275150053933
6937,609.5188995383498,athens,Greece,2,6.0,10.0,98.0,1.9010386896263245,0.2336296260322339
7377,1041.4969627853934,barcelona,Spain,3,6.0,10.0,99.0,1.888740219991341,0.1377725911348623
7381,691.9263620918379,barcelona,Spain,2,4.0,10.0,98.0,1.0681015103265317,0.7836815814257695
7402,902.5531221635208,barcelona,Spain,3,6.0,8.0,86.0,0.576207114700253,0.2270088616448831
7409,730.3279260828077,barcelona,Spain,2,5.0,9.0,82.0,1.8308973030718887,0.2113459696636796
7423,990.5276142155608,barcelona,Spain,3,6.0,10.0,92.0,1.0603882075025308,0.1926238340516311
7470,703.563199664859,barcelona,Spain,2,2.0,10.0,96.0,1.0616085632649808,0.3808539635309366
7473,691.9263620918379,barcelona,Spain,2,4.0,10.0,100.0,1.3075495066617553,0.6899256533652722
7475,619.0797588847254,barcelona,Spain,2,6.0,9.0,85.0,0.5822477862064172,0.3558062320517358
7479,691.9263620918379,barcelona,Spain,2,4.0,10.0,96.0,1.2506205562165438,0.7869380869420435
7485,764.7729652989503,barcelona,Spain,2,6.0,9.0,89.0,1.986303656361805,0.4982949093325708
7489,652.5938510950264,barcelona,Spain,3,5.0,10.0,97.0,2.049907859832212,0.4615234410965081
7499,619.0797588847254,barcelona,Spain,2,6.0,10.0,91.0,0.7374536177003295,0.4555824096152993
7502,613.2613400982149,barcelona,Spain,1,4.0,8.0,84.0,1.0782981220888803,0.1547421874000533
7505,619.0797588847254,barcelona,Spain,2,6.0,9.0,85.0,0.4262507177276624,0.2473013969590744
7506,619.0797588847254,barcelona,Spain,2,6.0,9.0,87.0,0.4267889459172541,0.1430877891874724
7507,619.0797588847254,barcelona,Spain,2,6.0,9.0,89.0,0.5627972189940169,0.2769416241310744
7509,719.8547722670886,barcelona,Spain,2,6.0,9.0,89.0,0.137703112592278,0.147897336175986
7511,672.3764749691624,barcelona,Spain,2,6.0,9.0,82.0,0.4202914117594288,0.303975936536601
7527,636.3022784927967,barcelona,Spain,3,6.0,9.0,90.0,1.630517077446052,0.6910349320052608
7542,983.545511671748,barcelona,Spain,3,5.0,10.0,94.0,0.8889179906610198,0.4003239614959137
7547,672.3764749691624,barcelona,Spain,2,6.0,10.0,90.0,0.4029910425954031,0.2984883254704329
7548,672.3764749691624,barcelona,Spain,2,6.0,9.0,91.0,0.4678048128433133,0.24944366965048
7550,804.1054762957618,barcelona,Spain,2,5.0,10.0,93.0,2.572310819124132,0.6090201714866826
7611,809.9238950822723,barcelona,Spain,3,6.0,10.0,100.0,0.777754640631345,0.1036927809560882
7635,624.898177671236,barcelona,Spain,2,6.0,9.0,92.0,1.9364779883413867,0.4707892128787486
7637,616.7523913701212,barcelona,Spain,1,4.0,10.0,85.0,1.6868464384780504,0.3083240863107807
7749,738.2409756324621,barcelona,Spain,2,4.0,10.0,89.0,1.358588391122132,0.6150869125961621
7764,769.6604370796192,barcelona,Spain,2,4.0,9.0,91.0,1.6220600187776353,0.3769943463790601
7840,617.9160751274234,barcelona,Spain,1,2.0,10.0,100.0,0.5506581806933928,0.2873033529440953
7870,893.4763888565642,barcelona,Spain,2,4.0,9.0,100.0,1.8084226769557257,0.2838995047838476
7928,810.1566318337328,barcelona,Spain,2,4.0,10.0,100.0,1.2128168835933115,0.4067997207801989
7952,686.3406800567877,barcelona,Spain,2,4.0,10.0,100.0,2.307189066079692,0.3448026370045749
7971,624.898177671236,barcelona,Spain,2,6.0,10.0,100.0,1.8386574099256,0.4019330113358091
8053,925.8267973095632,barcelona,Spain,3,4.0,10.0,100.0,0.9748936589141504,0.5024241667039079
8101,671.2127912118602,barcelona,Spain,2,5.0,9.0,85.0,0.3336084513666216,0.3195745932310237
8104,856.2385086228966,barcelona,Spain,2,6.0,10.0,100.0,0.7453491942716185,0.0512810817285877
8113,775.2461191146693,barcelona,Spain,2,4.0,10.0,90.0,0.3862459724952388,0.3282818062307551
8151,868.1080829473782,barcelona,Spain,2,6.0,9.0,90.0,0.5179775585048649,0.3125315543822237
8163,761.5146507785043,barcelona,Spain,2,6.0,10.0,91.0,1.1234230774142202,0.1430763641239943
8166,705.8905671794632,barcelona,Spain,3,5.0,10.0,95.0,1.121999926374848,0.179496980057059
8169,712.872669723276,barcelona,Spain,2,5.0,8.0,88.0,1.987705366917174,0.2990947699083414
8170,712.872669723276,barcelona,Spain,2,5.0,9.0,87.0,1.987687912319974,0.2990562808087575
8171,712.872669723276,barcelona,Spain,2,5.0,10.0,80.0,1.9877062396816263,0.2990520632421813
8172,712.872669723276,barcelona,Spain,2,5.0,6.0,60.0,1.9877036733047664,0.2990564367041334
8173,712.872669723276,barcelona,Spain,2,5.0,10.0,88.0,1.9876808925148663,0.299037818809463
8224,712.872669723276,barcelona,Spain,2,5.0,9.0,98.0,1.98769106786599,0.299064473581664
8236,810.1566318337328,barcelona,Spain,2,6.0,10.0,95.0,0.9668219905684234,0.223851726911899
8238,810.1566318337328,barcelona,Spain,3,6.0,9.0,88.0,0.7478536245642072,0.167847774605273
8239,810.1566318337328,barcelona,Spain,3,6.0,10.0,93.0,0.8926368786520845,0.1618105869892975
8248,810.1566318337328,barcelona,Spain,2,6.0,9.0,97.0,0.9113896456139128,0.1482238704149712
8249,1041.7296995368538,barcelona,Spain,2,6.0,10.0,96.0,1.6956022400934896,0.3594879049577031
8260,635.371331486955,barcelona,Spain,2,4.0,10.0,96.0,2.314495359748643,0.3855033447965648
8273,780.1335908953382,barcelona,Spain,3,6.0,4.0,60.0,3.4762445371620463,0.2597501003355573
8280,780.1335908953382,barcelona,Spain,3,6.0,8.0,80.0,3.476267945580332,0.259766708410782
8320,980.287197151302,barcelona,Spain,3,6.0,10.0,100.0,2.7977080312490914,0.3416423994452482
8325,1252.3564596085366,barcelona,Spain,2,5.0,9.0,90.0,2.4891161955378576,0.1377258408385906
8394,1039.1695952707892,barcelona,Spain,2,4.0,10.0,99.0,3.3197463726769487,0.1713732137884636
8413,990.5276142155608,barcelona,Spain,3,6.0,8.0,100.0,1.0604041540880411,0.1925985558126343
8414,951.1951032187492,barcelona,Spain,2,6.0,10.0,100.0,1.0603956402080046,0.1926094584686566
8415,712.872669723276,barcelona,Spain,2,5.0,9.0,91.0,3.476237569848489,0.2597550332439557
8416,862.0569274094072,barcelona,Spain,1,2.0,10.0,100.0,1.7319021279507891,0.4571842085427665
8420,780.1335908953382,barcelona,Spain,3,6.0,7.0,80.0,3.476241409152142,0.2597666538261944
8423,844.8344078013358,barcelona,Spain,1,2.0,8.0,80.0,3.315709377473343,0.1761907363618014
8427,678.1948937556729,barcelona,Spain,2,6.0,6.0,80.0,2.311120548844478,0.3442851653780385
8430,765.0057020504107,barcelona,Spain,3,6.0,9.0,82.0,1.6241861765518186,0.4291996578891583
8439,677.0312099983707,barcelona,Spain,2,4.0,9.0,93.0,1.355192178032918,0.4651925062569547
8445,601.6245025251937,barcelona,Spain,3,6.0,9.0,40.0,3.0576543061344736,0.3406003493357626
8446,601.6245025251937,barcelona,Spain,3,6.0,4.0,40.0,2.913073159593065,0.2846628374973357
8453,792.7013754742011,barcelona,Spain,2,6.0,10.0,93.0,1.64377552878955,0.5799086767518822
8485,691.9263620918379,barcelona,Spain,1,4.0,10.0,100.0,1.0783549846689138,0.1319062634956651
8486,914.189959736542,barcelona,Spain,1,6.0,8.0,80.0,0.7969923206325942,0.4079785366867899
8487,608.6066050690064,barcelona,Spain,1,5.0,10.0,100.0,0.797004531147997,0.4079634362133816
8498,601.6245025251937,barcelona,Spain,2,6.0,6.0,80.0,2.333920025433876,0.2772835952562858
8519,798.7525310121721,barcelona,Spain,2,6.0,10.0,100.0,2.1269463845662195,0.0974351296779803
8529,712.872669723276,barcelona,Spain,2,6.0,8.0,80.0,3.198139421151313,0.1158077724791999
8532,615.5887076128191,barcelona,Spain,3,6.0,9.0,88.0,0.8747554166038795,0.5251646294968314
8545,613.2613400982149,barcelona,Spain,2,4.0,6.0,73.0,0.7841310064640535,0.4811506532734872
8552,712.872669723276,barcelona,Spain,2,5.0,8.0,73.0,3.476255392455071,0.2597739139447311
8554,678.1948937556729,barcelona,Spain,1,4.0,9.0,82.0,1.5642310194339355,0.5936366987824824
8555,705.6578304280029,barcelona,Spain,3,6.0,8.0,89.0,2.0460921856638894,0.4260949741448929
8559,758.023599506598,barcelona,Spain,2,5.0,10.0,100.0,2.132652625124693,0.1396075389420744
8560,790.3740079595968,barcelona,Spain,2,4.0,10.0,99.0,1.269273311509886,0.1224769696122429
8561,879.5121837689388,barcelona,Spain,3,6.0,10.0,98.0,1.7082583488719103,0.4087213569251151
8563,607.6756580631647,barcelona,Spain,1,4.0,7.0,70.0,1.79279063066234,0.729815481492834
8564,607.6756580631647,barcelona,Spain,1,4.0,10.0,96.0,1.7928028827509743,0.7298060436140504
8566,729.1642423255056,barcelona,Spain,3,6.0,9.0,95.0,2.3745020168906605,0.8056980867853166
8577,678.1948937556729,barcelona,Spain,2,6.0,7.0,60.0,1.7928111406786793,0.7297995369115149
8578,678.1948937556729,barcelona,Spain,2,6.0,8.0,83.0,2.659854832369516,0.7083085461808041
8606,636.7677519957176,barcelona,Spain,3,5.0,9.0,94.0,2.294468908104024,0.7545273660230453
8608,607.6756580631647,barcelona,Spain,1,4.0,9.0,80.0,2.8631661374758104,0.9127944214383288
8609,636.5350152442571,barcelona,Spain,2,6.0,6.0,60.0,2.112676069840309,0.8073841989714181
8630,1094.7936788698305,barcelona,Spain,3,6.0,8.0,83.0,1.8583181000749065,0.7794078189098426
8638,613.4940768496753,barcelona,Spain,2,6.0,8.0,40.0,3.3415641730222445,0.1189424151551801
8641,607.6756580631647,barcelona,Spain,1,4.0,8.0,80.0,1.831559459975713,0.7480498513063188
8669,735.9136081178578,barcelona,Spain,3,5.0,10.0,93.0,2.646546977716036,1.049758573688723
8675,879.7449205203993,barcelona,Spain,3,5.0,9.0,76.0,3.391862440514737,0.1630255444734174
8683,712.872669723276,barcelona,Spain,2,6.0,2.0,40.0,1.548256724950041,0.6692280064584925
8685,630.7165964577466,barcelona,Spain,3,6.0,10.0,95.0,2.2515113767382333,0.730820598161531
8741,1020.7833919054156,barcelona,Spain,2,6.0,9.0,90.0,4.267105120889527,0.7739895086263039
8779,983.7782484232084,barcelona,Spain,3,6.0,9.0,95.0,2.803920012951749,1.0922763323557465
8783,854.1438778597527,barcelona,Spain,2,6.0,10.0,97.0,4.388227542614978,0.6994178908012489
8788,819.4661018921497,barcelona,Spain,2,6.0,9.0,85.0,3.902877964019541,0.938918977192181
8800,819.4661018921497,barcelona,Spain,2,6.0,9.0,95.0,3.763845232135701,1.1187949630517855
8825,854.1438778597527,barcelona,Spain,2,6.0,10.0,100.0,4.291403664542988,0.7978856551430002
8885,826.215467684502,barcelona,Spain,3,6.0,10.0,89.0,2.3928852167970995,0.4943994593851361
8886,928.1541648241672,barcelona,Spain,3,6.0,9.0,91.0,2.218821006932429,0.4659387412517133
8888,983.7782484232084,barcelona,Spain,3,6.0,6.0,80.0,2.4910928175760323,0.54609934857677
8910,769.6604370796192,barcelona,Spain,3,6.0,8.0,84.0,2.503373771527829,0.5540070863972505
8919,715.2000372378801,barcelona,Spain,2,4.0,9.0,95.0,0.6935603191317103,0.3576530101386231
8922,740.5683431470662,barcelona,Spain,2,5.0,9.0,87.0,1.1606951118932436,0.41728781484025
8930,601.6245025251937,barcelona,Spain,1,4.0,9.0,92.0,1.6181797777663949,0.5943029194153765
8931,830.8702027137105,barcelona,Spain,2,4.0,10.0,98.0,1.0681054147484803,0.7836840505889782
8964,631.8802802150487,barcelona,Spain,1,4.0,10.0,99.0,0.7988867126909777,0.1463105795775495
8969,705.8905671794632,barcelona,Spain,1,4.0,10.0,98.0,0.8760300423904497,0.3341416792132526
9004,958.177205762562,barcelona,Spain,2,2.0,10.0,96.0,1.0616044466118395,0.3808521139448821
9005,715.2000372378801,barcelona,Spain,2,4.0,10.0,93.0,0.5897080187031188,0.2370971164818466
9007,715.2000372378801,barcelona,Spain,2,4.0,10.0,93.0,0.664902610196069,0.3361289410839925
9009,830.8702027137105,barcelona,Spain,2,4.0,10.0,100.0,1.3075314866863836,0.6899440377677154
9013,830.8702027137105,barcelona,Spain,2,4.0,10.0,96.0,1.2506072511825723,0.7869512727545904
9014,830.8702027137105,barcelona,Spain,2,4.0,10.0,100.0,1.2127025594546188,0.8126493194748277
9016,830.8702027137105,barcelona,Spain,2,4.0,10.0,99.0,1.2593947681513613,0.7269608934439447
9018,830.8702027137105,barcelona,Spain,2,4.0,10.0,99.0,1.2286700088147036,0.7700127033828403
9019,830.8702027137105,barcelona,Spain,2,4.0,10.0,100.0,1.1321735235564674,0.8502257789814728
9020,830.8702027137105,barcelona,Spain,2,4.0,10.0,99.0,1.141407731052397,0.837473328437605
9036,603.9518700397979,barcelona,Spain,1,4.0,10.0,88.0,2.5547765382694663,0.7209366965835601
9037,1038.9368585193288,barcelona,Spain,2,4.0,10.0,98.0,0.386716090457028,0.0626740054396533
9045,937.4636348825842,barcelona,Spain,3,6.0,6.0,80.0,2.4911252257295846,0.5461334797692475
9062,653.7575348523285,barcelona,Spain,3,5.0,9.0,78.0,1.879528106180944,0.2163493383619076
9065,1319.151907277678,barcelona,Spain,3,5.0,10.0,94.0,0.8889104071859094,0.4003259204302875
9073,895.5710196197081,barcelona,Spain,2,5.0,10.0,93.0,2.572318161015827,0.6090254168918888
9086,636.5350152442571,barcelona,Spain,1,3.0,10.0,96.0,0.4371610509985028,0.1508984782265048
9089,636.5350152442571,barcelona,Spain,1,3.0,10.0,97.0,0.4371537690277594,0.1508875599619999
9122,647.9391160658179,barcelona,Spain,3,6.0,10.0,100.0,0.777737883781948,0.1037203371144932
9130,983.7782484232084,barcelona,Spain,3,6.0,9.0,95.0,2.803923774016849,1.0922789576835246
9141,624.898177671236,barcelona,Spain,2,6.0,9.0,92.0,1.9364645577974395,0.4707764703513222
9147,769.4277003281587,barcelona,Spain,2,6.0,9.0,92.0,1.343484495461092,0.5540893735410827
9152,710.5453022086717,barcelona,Spain,1,4.0,8.0,87.0,1.1716451693861416,0.1969548661000057
9153,665.3943724253496,barcelona,Spain,2,6.0,9.0,93.0,1.882501138812844,0.416431722876724
9154,665.3943724253496,barcelona,Spain,2,6.0,9.0,92.0,1.9109778331303016,0.3928743664012606
9166,647.9391160658179,barcelona,Spain,1,4.0,10.0,98.0,0.7426782262760896,0.2806535929314048
9183,677.0312099983707,barcelona,Spain,1,4.0,9.0,93.0,0.665126157478151,0.3202213440899958
9228,661.6705844019829,barcelona,Spain,1,2.0,10.0,100.0,0.831693142745967,0.539487127471983
9241,738.2409756324621,barcelona,Spain,2,4.0,10.0,89.0,1.3586197451038833,0.615053981180912
9280,671.2127912118602,barcelona,Spain,1,4.0,10.0,100.0,1.0012564961487194,0.5266117801076627
9300,877.1848162543347,barcelona,Spain,2,6.0,10.0,98.0,0.4233866693129914,0.1604465055629091
9322,648.1718528172784,barcelona,Spain,1,2.0,10.0,87.0,0.4677978484538275,0.1326626661574343
9327,620.2434426420275,barcelona,Spain,1,2.0,10.0,99.0,0.5864022503807075,0.2630703523632864
9331,715.2000372378801,barcelona,Spain,1,2.0,10.0,100.0,0.4982270519628922,0.2177149675293006
9332,807.5965275676681,barcelona,Spain,1,3.0,10.0,100.0,0.5499042372080085,0.2794191250272371
9342,837.8523052575231,barcelona,Spain,1,2.0,10.0,100.0,0.8316933268057036,0.5394889030708573
9346,620.2434426420275,barcelona,Spain,1,2.0,10.0,100.0,0.8317096815054188,0.5394970390258487
9347,715.2000372378801,barcelona,Spain,1,4.0,10.0,100.0,1.0783364925030632,0.1319258332303758
9352,925.8267973095632,barcelona,Spain,1,3.0,9.0,86.0,1.1992237408635915,0.4677152285360511
9357,768.2640165708566,barcelona,Spain,2,4.0,10.0,95.0,0.5086028030527302,0.2374307624065357
9372,1309.8424372192612,barcelona,Spain,2,4.0,9.0,100.0,1.8084204806474573,0.283907595999006
9373,665.3943724253496,barcelona,Spain,2,6.0,9.0,86.0,1.7819862438093614,0.3990304965265469
9382,627.2255451858402,barcelona,Spain,1,4.0,10.0,100.0,2.511626764418386,0.5456516530186956
9410,810.1566318337328,barcelona,Spain,2,4.0,10.0,100.0,1.212825568244227,0.4068130246660986
9450,624.898177671236,barcelona,Spain,2,6.0,10.0,100.0,1.8386457144534627,0.4019468767386248
9476,625.1309144226964,barcelona,Spain,1,2.0,10.0,90.0,1.1897202445070658,0.4707290966394726
9563,625.1309144226964,barcelona,Spain,1,3.0,9.0,93.0,1.181788002052676,0.0908732524417024
9575,625.1309144226964,barcelona,Spain,1,4.0,9.0,60.0,1.255088888073589,0.0236940708568044
9579,1249.5636185910116,barcelona,Spain,2,5.0,9.0,85.0,0.3335877245244167,0.3195540529282649
9581,1249.5636185910116,barcelona,Spain,2,6.0,10.0,100.0,0.7453506914256005,0.0512887730845488
9587,636.5350152442571,barcelona,Spain,1,4.0,7.0,60.0,1.1308155081644269,0.1714854877269051
9588,1238.1595177694508,barcelona,Spain,2,4.0,10.0,90.0,0.3862858310852145,0.3282463008982059
9621,868.1080829473782,barcelona,Spain,2,6.0,9.0,90.0,0.5179796444874246,0.3125365868133802
9638,879.5121837689388,barcelona,Spain,3,6.0,8.0,84.0,2.5033455881088957,0.5539793760356753
9683,636.5350152442571,barcelona,Spain,2,5.0,9.0,94.0,2.1603295770856508,0.2809816472596438
9690,647.9391160658179,barcelona,Spain,2,6.0,10.0,95.0,0.9668399359716784,0.2238629877033426
9693,647.9391160658179,barcelona,Spain,3,6.0,10.0,93.0,0.8926377961471591,0.1618224461688039
9695,652.8265878464867,barcelona,Spain,1,4.0,9.0,100.0,0.9961126723894967,0.3031199119652678
9699,647.9391160658179,barcelona,Spain,2,6.0,9.0,97.0,0.9113782027013556,0.1482238270010494
9703,715.2000372378801,barcelona,Spain,1,4.0,10.0,95.0,1.4037841409450773,0.1974133937078863
9723,647.7063793143575,barcelona,Spain,1,3.0,9.0,91.0,1.5653388289365606,0.2994238426109671
9727,977.7270928852374,barcelona,Spain,3,6.0,10.0,92.0,1.6652700056518333,0.2997448608916752
9733,630.7165964577466,barcelona,Spain,2,4.0,10.0,92.0,1.820457889962363,0.3931844796454908
9742,1117.834617264412,barcelona,Spain,1,4.0,10.0,80.0,2.967911632239857,0.2433531652013475
9749,601.1590290222729,barcelona,Spain,1,2.0,2.0,20.0,1.4890849556372208,0.1802601232763156
9757,671.2127912118602,barcelona,Spain,3,6.0,10.0,90.0,2.746364663474252,0.4926887035389994
9783,645.8444853026741,barcelona,Spain,1,4.0,6.0,80.0,1.758643125303886,0.1730321754573354
9784,1099.4484138990388,barcelona,Spain,4,5.0,9.0,90.0,1.5729198983869173,0.0315620525195023
9793,1038.9368585193288,barcelona,Spain,2,4.0,10.0,99.0,3.319747658692799,0.171354223399819
9806,862.0569274094072,barcelona,Spain,1,2.0,10.0,100.0,1.7319071073421717,0.4571739968262794
9812,960.504573277166,barcelona,Spain,1,2.0,8.0,80.0,3.315691317630716,0.1761821345874514
9841,615.1232341098982,barcelona,Spain,1,2.0,10.0,100.0,2.0585142412652813,0.6481312382381638
9844,1219.7733144040774,barcelona,Spain,1,6.0,8.0,80.0,0.7970031208328263,0.4079674921496709
9845,1032.1874927269764,barcelona,Spain,1,5.0,10.0,100.0,0.797015790711064,0.4079536838402561
9872,937.4636348825842,barcelona,Spain,2,6.0,10.0,100.0,2.1269308168030188,0.097423907143098
9892,844.6016710498754,barcelona,Spain,2,4.0,6.0,73.0,0.7841194284084457,0.481157095329493
9895,694.4864663579025,barcelona,Spain,1,6.0,9.0,89.0,1.5213719147913205,0.5211106549074224
9974,914.189959736542,barcelona,Spain,2,6.0,8.0,40.0,3.341579936504081,0.1189487115519155
9991,810.1566318337328,barcelona,Spain,2,2.0,10.0,100.0,4.251271911050186,0.7173395843274762
10004,879.7449205203993,barcelona,Spain,3,5.0,9.0,76.0,3.3918865442008608,0.1630496706751462
10094,647.9391160658179,barcelona,Spain,1,2.0,10.0,94.0,4.546609520114056,0.3434087171145091
10106,819.4661018921497,barcelona,Spain,2,6.0,9.0,85.0,3.902882538877886,0.9389214521770788
10118,819.4661018921497,barcelona,Spain,2,6.0,9.0,95.0,3.7638414920553247,1.118798181351098
10152,647.9391160658179,barcelona,Spain,1,2.0,10.0,96.0,2.9970570734498345,0.8397677761479222
10229,904.6929045526782,berlin,Germany,1,2.0,10.0,100.0,13.846346364219896,2.6946382213132183
10232,644.80695522109,berlin,Germany,3,6.0,10.0,100.0,4.863902983898238,0.4768189315976843
10265,654.6227914368513,berlin,Germany,3,6.0,9.0,94.0,2.700664451436235,0.1303285297707777
10282,695.7558193886135,berlin,Germany,2,6.0,10.0,95.0,4.297712221377252,0.2353834288607216
10314,652.0519771898663,berlin,Germany,3,6.0,10.0,94.0,2.543832486976879,0.2853235078957015
10315,624.0067308591193,berlin,Germany,2,5.0,9.0,93.0,6.838690462780256,0.5412652698288121
10317,725.9044591941665,berlin,Germany,2,6.0,10.0,83.0,2.85872449214352,0.316636768850056
10318,660.9329718612695,berlin,Germany,3,3.0,10.0,96.0,5.17533387428163,0.4031722418302444
10326,611.1526596241937,berlin,Germany,3,5.0,9.0,94.0,2.888632626739685,0.6802197155958501
10341,644.80695522109,berlin,Germany,3,6.0,10.0,99.0,4.67220805467244,0.3918665923044832
10410,794.381602318407,berlin,Germany,2,4.0,9.0,100.0,3.0768755531258365,0.20643254256286
10465,670.2813873048518,berlin,Germany,1,5.0,10.0,96.0,4.173875320734258,0.3594591463259164
10482,1449.4718145274376,berlin,Germany,2,2.0,9.0,97.0,2.110620495307144,0.2234401133506671
10573,614.4246050294474,berlin,Germany,2,5.0,9.0,89.0,2.0438223606485924,0.3429303230996751
10587,1159.437225390296,berlin,Germany,1,2.0,10.0,80.0,2.928945841395804,0.4953418754119421
10665,742.030475834346,berlin,Germany,1,6.0,10.0,93.0,3.2098371649917734,0.3712061149867416
10683,742.030475834346,berlin,Germany,1,6.0,9.0,84.0,3.1384664566302978,0.4891612062147801
10703,611.1526596241937,berlin,Germany,3,6.0,10.0,99.0,3.4374904409482734,0.274274578105239
10765,745.7698420117789,berlin,Germany,2,6.0,9.0,97.0,0.9243389990750862,0.5613748351301866
10805,730.3449565298681,berlin,Germany,1,2.0,10.0,96.0,1.5874758266570332,0.2010695277063429
10813,637.7956436384032,berlin,Germany,2,4.0,10.0,100.0,12.067028735297194,0.4392934561813937
10835,913.5738992240814,berlin,Germany,3,5.0,8.0,81.0,9.219217839350556,0.3374937230492943
10942,755.3519678414508,berlin,Germany,1,2.0,9.0,100.0,2.5252647091070197,0.1484815887088657
10955,808.4042254837805,berlin,Germany,2,6.0,8.0,79.0,1.322656309267029,0.135426495666548
10964,786.435449191362,berlin,Germany,3,6.0,9.0,91.0,1.1619033913767909,0.4641285348008065
10975,605.3098999719547,berlin,Germany,1,2.0,10.0,98.0,1.0526374687628872,0.1714152413615429
10990,695.7558193886135,berlin,Germany,0,3.0,10.0,100.0,5.855577368055368,0.5691662384336904
11033,624.9415724034776,berlin,Germany,3,6.0,8.0,85.0,4.746308947227985,0.3925065007569303
11040,1380.0598298588388,berlin,Germany,3,6.0,10.0,99.0,2.7215842739340808,0.2867460271536573
11112,808.4042254837805,berlin,Germany,1,2.0,10.0,100.0,1.2022955309209062,0.0834402442087767
11116,626.1101243339253,berlin,Germany,1,2.0,10.0,100.0,1.2539986141458617,0.0567592883586883
11123,672.6184911657474,berlin,Germany,2,3.0,10.0,100.0,2.029611281081365,0.5066578985815784
11129,693.418715527718,berlin,Germany,2,6.0,10.0,93.0,1.2288540536495836,0.0862667211455773
11177,663.5037861082546,berlin,Germany,2,5.0,10.0,94.0,1.4023321415054786,0.4151649907891465
11217,780.3589791530335,berlin,Germany,1,2.0,10.0,100.0,2.095209534678664,0.0600463984151535
11246,730.5786669159577,berlin,Germany,0,6.0,9.0,93.0,3.703825913945456,0.3129951124570522
11373,746.9383939422268,berlin,Germany,2,5.0,10.0,100.0,13.660181350640586,2.0683431572154505
11503,904.6929045526782,berlin,Germany,1,2.0,10.0,100.0,13.846341298821656,2.6946356857105185
11506,644.80695522109,berlin,Germany,3,6.0,10.0,100.0,4.863938204432724,0.4768271799745563
11561,950.7338506123212,berlin,Germany,2,6.0,10.0,95.0,4.2976965614785945,0.2353986596795091
11594,691.0816116668224,berlin,Germany,3,6.0,10.0,94.0,2.5438673924224293,0.2852875668921306
11596,670.2813873048518,berlin,Germany,2,5.0,9.0,93.0,6.838703146068341,0.5412673809597811
11598,800.2243619706459,berlin,Germany,2,6.0,10.0,83.0,2.858732640547245,0.3166458536953928
11609,612.3212115546414,berlin,Germany,2,6.0,9.0,96.0,3.755658274702829,0.2521252001992584
11617,644.80695522109,berlin,Germany,3,6.0,10.0,99.0,4.672190903306682,0.3918846864950902
11675,794.381602318407,berlin,Germany,2,4.0,9.0,100.0,3.076862583074713,0.2064357505251609
11684,742.030475834346,berlin,Germany,1,6.0,9.0,92.0,1.7790233555849737,1.3546580003188131
11696,674.7218846405534,berlin,Germany,2,6.0,8.0,92.0,6.442950060561305,0.1671913792941422
11700,600.6356922501635,berlin,Germany,1,2.0,10.0,96.0,4.268208959760965,0.2634540027554205
11726,624.0067308591193,berlin,Germany,1,4.0,9.0,91.0,4.2972886446746665,0.2379327554521849
