,full_price,city,eu_country,bedrooms,person_capacity,cleanliness_rating,guest_satisfaction_overall,distance_to_center,distance_to_metro
26148,709.8003245607846,london,United Kingdom,2,6.0,10.0,100.0,3.787781832784678,0.8782817192171135
26185,632.4231520026341,london,United Kingdom,2,4.0,10.0,100.0,2.050548163251178,0.4481388582693798
26189,699.4520096897858,london,United Kingdom,2,6.0,9.0,89.0,3.2644613649610235,0.8286774051491047
26202,989.6752040264352,london,United Kingdom,2,4.0,10.0,91.0,1.7543218738360835,0.2441478949162987
26203,1289.5411463110609,london,United Kingdom,3,5.0,9.0,91.0,1.8276277825531464,0.3462835261444868
26206,879.1363860862202,london,United Kingdom,2,6.0,10.0,96.0,6.008347814912372,0.6676351088773478
26207,655.7068604623815,london,United Kingdom,0,2.0,10.0,80.0,2.7086205194956965,0.2444254835870126
26209,1109.8567699146265,london,United Kingdom,2,6.0,8.0,87.0,1.132553467567975,0.245275246621578
26239,632.4231520026341,london,United Kingdom,1,4.0,9.0,91.0,1.6671910392910918,0.2460484480341108
26242,859.615701215927,london,United Kingdom,1,2.0,10.0,94.0,1.5504689501952915,0.3282681923212888
26244,931.3483383898964,london,United Kingdom,1,2.0,10.0,100.0,1.486783385486241,0.4129810771694996
26261,619.4877584138856,london,United Kingdom,1,2.0,9.0,94.0,2.560200724899289,0.6381516592729222
26265,747.1953714809849,london,United Kingdom,1,3.0,10.0,85.0,2.908922290283167,0.1928359481686007
26266,844.3284178837696,london,United Kingdom,2,5.0,10.0,100.0,2.9089212890246787,0.1928333608210843
26269,753.7806627625297,london,United Kingdom,2,4.0,10.0,97.0,3.903641788640636,0.6188606060019923
26270,879.1363860862202,london,United Kingdom,2,6.0,9.0,96.0,5.859388239049327,0.5556319175481272
26271,748.6065053270303,london,United Kingdom,1,3.0,9.0,73.0,2.684328516302468,0.4000601959746488
26275,743.4323478915309,london,United Kingdom,1,2.0,10.0,80.0,2.1283913247236383,0.0968172808085171
26312,647.9456243091324,london,United Kingdom,1,6.0,10.0,100.0,5.848335855203303,0.8778938977132559
26315,641.5955220019285,london,United Kingdom,2,4.0,10.0,93.0,4.064965660049234,0.7305545101925974
26317,606.552364825137,london,United Kingdom,2,5.0,10.0,75.0,4.159811078939779,0.2154786903728686
26319,722.7357181495331,london,United Kingdom,2,6.0,9.0,85.0,3.3310166716812826,0.1554240746778845
26320,658.0587502057904,london,United Kingdom,2,6.0,9.0,86.0,3.307871503390822,0.16942283366682
26332,813.0482842964321,london,United Kingdom,1,5.0,9.0,60.0,1.4570368146548291,0.0757292049487346
26340,694.2778522542864,london,United Kingdom,2,6.0,9.0,76.0,4.289405644392939,0.119328947480683
26349,773.0661586584821,london,United Kingdom,1,4.0,7.0,67.0,0.9382441004563252,0.3615150422836398
26353,994.143794538912,london,United Kingdom,2,4.0,10.0,100.0,5.322554489100522,1.1969325332951384
26366,916.5314330064208,london,United Kingdom,3,6.0,10.0,95.0,4.790669076689855,0.4102853533495723
26374,671.2293327688798,london,United Kingdom,2,4.0,10.0,90.0,3.986940004041645,0.5168689563847589
26376,810.6963945530233,london,United Kingdom,3,6.0,8.0,89.0,7.78169287895154,0.8904200805867372
26380,645.3585455913827,london,United Kingdom,2,4.0,6.0,100.0,5.148960590984201,0.6085921259386412
26392,1238.9755168277711,london,United Kingdom,2,4.0,10.0,97.0,1.2196116269209865,0.442489492851703
26397,782.0033396834357,london,United Kingdom,2,6.0,10.0,98.0,3.616808892345535,1.5558873118648742
26401,668.6422540511301,london,United Kingdom,1,4.0,8.0,100.0,3.563033290841591,1.5106903601247643
26407,1466.403255015405,london,United Kingdom,2,5.0,2.0,20.0,3.216405954274644,0.533956194214725
26411,774.4772925045274,london,United Kingdom,2,4.0,10.0,100.0,2.7325319003185258,0.3843396539979055
26412,662.2921517439263,london,United Kingdom,2,6.0,7.0,65.0,3.007630873652247,0.1042515398945728
26416,887.6031891624921,london,United Kingdom,2,6.0,10.0,95.0,1.5388794656642553,0.1505853501600528
26429,871.1399609586302,london,United Kingdom,2,4.0,9.0,92.0,4.186970335277128,0.3811514271451515
26430,1045.6501799195653,london,United Kingdom,3,6.0,9.0,88.0,4.740547084850501,0.3966989469913515
26432,929.2316376208285,london,United Kingdom,2,5.0,2.0,40.0,2.928011751230889,0.4021170737436635
26435,871.1399609586302,london,United Kingdom,2,4.0,10.0,90.0,4.173041476064024,0.3398975164224628
26437,662.0569627695853,london,United Kingdom,2,4.0,10.0,99.0,4.209794990327597,0.6164573555651862
26441,872.7862837790165,london,United Kingdom,2,4.0,10.0,87.0,4.281336196167462,0.5421193737806115
26442,762.9530327618241,london,United Kingdom,1,3.0,10.0,87.0,4.264748568588394,0.5009734099535436
26447,646.769679437428,london,United Kingdom,1,4.0,10.0,99.0,2.488394928966557,0.3384846484709243
26450,827.6300007055669,london,United Kingdom,1,2.0,7.0,90.0,2.975283938062915,0.4433428654730163
26462,652.884592770291,london,United Kingdom,2,4.0,10.0,100.0,4.964249149065823,0.3579227443483371
26463,658.2939391801312,london,United Kingdom,3,6.0,8.0,80.0,3.289375160862187,0.3588374954273892
26470,885.721677367765,london,United Kingdom,2,4.0,10.0,93.0,4.178764785863717,0.418990967512928
26475,672.4052776405842,london,United Kingdom,2,6.0,10.0,95.0,5.343874226204531,1.265390295449744
26476,631.0120181565889,london,United Kingdom,1,2.0,9.0,92.0,0.9950906278785092,0.4371178911892509
26477,994.3789835132528,london,United Kingdom,1,4.0,6.0,90.0,1.541695276676302,0.2391078634901579
26478,898.6570709565135,london,United Kingdom,2,4.0,9.0,100.0,4.303260503763734,0.5207972020227126
26480,969.9193301818012,london,United Kingdom,3,6.0,7.0,67.0,4.732781223872192,0.4013026879358115
26481,646.769679437428,london,United Kingdom,1,3.0,10.0,100.0,5.097134631734359,0.7024200196231135
26483,1363.1552952797572,london,United Kingdom,3,6.0,10.0,100.0,3.5685181918669966,0.2151561561952411
26494,1318.9397681036712,london,United Kingdom,2,5.0,9.0,93.0,2.709168527345432,0.3935244706315581
26495,695.9241750746725,london,United Kingdom,1,2.0,10.0,94.0,1.2083627185213766,0.4233172149340087
26499,695.9241750746725,london,United Kingdom,1,2.0,10.0,60.0,1.3352804564412193,0.5045189579025694
26501,725.5579858416237,london,United Kingdom,1,2.0,10.0,95.0,1.167059919458897,0.4075996695139538
26502,724.3820409699193,london,United Kingdom,1,2.0,10.0,100.0,1.19852598915635,0.4172088664593616
26503,1414.8968696347515,london,United Kingdom,2,4.0,10.0,100.0,1.2171828209124644,0.454096494397358
26511,1461.4642865542464,london,United Kingdom,2,4.0,10.0,100.0,1.1848062123691796,0.4412394512823768
26513,1008.7255109480468,london,United Kingdom,2,6.0,9.0,88.0,3.057814043578293,0.0320599519631136
26518,638.773254309838,london,United Kingdom,2,4.0,8.0,75.0,2.671972733320686,0.4753330884092214
26524,769.5383240433688,london,United Kingdom,1,2.0,9.0,100.0,1.5939134027171284,0.2745456594461753
26526,1497.6833886027423,london,United Kingdom,2,4.0,10.0,100.0,1.1909717866037648,0.4116933695768271
26527,671.2293327688798,london,United Kingdom,2,4.0,9.0,80.0,4.477596558792613,0.2873196292739842
26533,944.2837319786448,london,United Kingdom,3,6.0,10.0,100.0,7.150266335097341,0.2837892692147364
26536,708.8595686634211,london,United Kingdom,2,4.0,8.0,76.0,5.799522861078722,1.0054137188203194
26537,601.3782073896376,london,United Kingdom,1,3.0,9.0,87.0,4.894683326266523,0.1063593214909357
26540,647.7104353347916,london,United Kingdom,2,4.0,10.0,95.0,2.72315012043487,0.3002961056162153
26541,614.3136009783861,london,United Kingdom,1,4.0,9.0,88.0,1.55708189985657,0.5907834808402734
26546,840.5653942943155,london,United Kingdom,1,6.0,9.0,90.0,3.147618680263006,0.3010374684136803
26556,690.5148286648322,london,United Kingdom,3,6.0,9.0,100.0,2.272320131948796,0.2804533344741763
26557,793.9979773748207,london,United Kingdom,3,6.0,9.0,75.0,2.466299269682983,0.146462943767286
26576,1073.4024788917895,london,United Kingdom,2,4.0,9.0,83.0,1.6771947621604224,0.4794020701357842
26580,624.661915849385,london,United Kingdom,1,3.0,9.0,50.0,3.4152618709380973,0.0633023797196124
26590,1189.8210211905266,london,United Kingdom,2,6.0,8.0,87.0,2.805212227764208,0.3725843070755186
26592,606.3171758507962,london,United Kingdom,1,4.0,10.0,90.0,6.149665315898244,0.3002368635263528
26598,614.3136009783861,london,United Kingdom,2,4.0,10.0,100.0,9.899680603161483,1.1017798818072904
26614,685.5758602036736,london,United Kingdom,2,4.0,10.0,100.0,4.24545474594462,0.2794920353463627
26616,1214.5158634963193,london,United Kingdom,2,4.0,7.0,80.0,1.5742657620439786,0.1150910736175473
26617,734.4951668665773,london,United Kingdom,2,6.0,10.0,100.0,2.7578827538604784,0.3293702213348978
26632,1241.562595545521,london,United Kingdom,2,5.0,9.0,100.0,1.9265510175580596,0.2836736107399304
26638,995.7901173592982,london,United Kingdom,3,6.0,10.0,100.0,4.061856088706566,0.3837061879951073
26639,620.6637032855899,london,United Kingdom,2,4.0,8.0,80.0,6.379885444288737,0.5114591558348484
26653,682.7535925115831,london,United Kingdom,2,6.0,9.0,96.0,2.650571057166549,0.3517667514236882
26661,902.6552835203086,london,United Kingdom,2,6.0,10.0,100.0,0.2627723160679007,0.0687378831080774
26699,905.2423622380584,london,United Kingdom,2,4.0,10.0,96.0,2.40017031396758,0.1388833383653199
26717,874.1974176250617,london,United Kingdom,2,5.0,10.0,96.0,0.2869330646207165,0.099434542750489
26719,840.5653942943155,london,United Kingdom,1,4.0,10.0,100.0,1.9950925159929451,0.2958924663081799
26727,797.9961899386157,london,United Kingdom,2,6.0,10.0,93.0,3.1217297582753685,0.2182748820052433
26742,775.8884263505727,london,United Kingdom,2,3.0,10.0,100.0,5.421380575696919,0.7189528972591664
26765,905.2423622380584,london,United Kingdom,2,4.0,10.0,93.0,4.813481365694884,0.4917860858292716
26769,956.9839365930524,london,United Kingdom,1,2.0,10.0,90.0,2.490723106945392,0.3539830317249925
26775,743.6675368658717,london,United Kingdom,3,6.0,10.0,95.0,9.087065206364198,0.96893533292122
26789,633.8342858486794,london,United Kingdom,2,4.0,10.0,95.0,4.697085397175076,0.1290467649028214
26801,1293.304169900515,london,United Kingdom,1,2.0,9.0,90.0,1.2110728902321608,0.3566024170160274
26811,773.301347632823,london,United Kingdom,1,4.0,4.0,60.0,4.316286939836735,0.8602123925681572
26816,898.6570709565135,london,United Kingdom,2,4.0,9.0,87.0,4.300299121733451,0.4379146673494282
26820,1374.4443660481195,london,United Kingdom,3,6.0,7.0,72.0,1.767372815395747,0.5293469452743297
26821,676.4034902043792,london,United Kingdom,1,4.0,9.0,86.0,1.3860001794764525,0.5286136402088284
26831,791.6460876314119,london,United Kingdom,2,4.0,9.0,94.0,4.227708191796904,0.5368814148936051
26843,651.9438368729274,london,United Kingdom,2,4.0,6.0,60.0,3.838312444343061,0.1669082680906701
26848,676.1683012300383,london,United Kingdom,1,4.0,9.0,90.0,1.4340007977679894,0.502591429776406
26852,898.6570709565135,london,United Kingdom,2,4.0,10.0,90.0,4.320513497272263,0.5845533421144289
26885,672.6404666149251,london,United Kingdom,2,5.0,9.0,90.0,5.1378490330594575,1.1900576205478923
26893,1086.1026835061973,london,United Kingdom,3,6.0,8.0,93.0,6.156405850629839,0.5578627207712776
26894,641.3603330275877,london,United Kingdom,3,4.0,10.0,100.0,7.077017619822867,1.0756408145688068
26901,774.7124814788683,london,United Kingdom,2,4.0,9.0,93.0,7.098601914065771,0.3737144545918809
26903,653.1197817446318,london,United Kingdom,1,2.0,10.0,100.0,0.3107728774279378,0.0337162766075802
26906,1333.0511065641242,london,United Kingdom,2,4.0,10.0,89.0,1.2409395481914902,0.257034858547086
26916,872.7862837790165,london,United Kingdom,2,4.0,9.0,80.0,4.1785403518327655,0.3219548134737515
26917,846.9154966015193,london,United Kingdom,1,3.0,9.0,92.0,4.28310617941894,0.5310281835092393
26924,872.7862837790165,london,United Kingdom,2,4.0,8.0,80.0,4.280347373930712,0.5288489777653154
26952,1039.5352665867024,london,United Kingdom,2,5.0,9.0,93.0,4.065762475951691,0.3642303234085577
26959,611.4913332862956,london,United Kingdom,2,6.0,8.0,89.0,2.8424552588293204,0.4568177778830587
26961,1166.3021237564385,london,United Kingdom,2,4.0,10.0,96.0,1.401317368793213,0.3015270657362123
26973,702.2742773818763,london,United Kingdom,2,6.0,10.0,93.0,2.296286769976359,0.1757925444838936
26980,1174.0633599096875,london,United Kingdom,2,6.0,10.0,100.0,0.8836536311261093,0.3182526332813615
26981,861.2620240363132,london,United Kingdom,3,6.0,9.0,85.0,3.6556414905494745,0.1166967263126256
26982,1039.5352665867024,london,United Kingdom,2,5.0,10.0,100.0,3.9437254658855054,0.3509775252774851
26986,725.5579858416237,london,United Kingdom,2,6.0,6.0,60.0,2.231332868779081,0.2489984608439744
27003,898.6570709565135,london,United Kingdom,1,4.0,10.0,100.0,0.5932262051970361,0.0336036679822233
27004,906.6534960841036,london,United Kingdom,2,5.0,10.0,90.0,4.291948376669389,0.378352274006668
27014,872.3159058303347,london,United Kingdom,1,4.0,10.0,100.0,3.3813572967865837,0.0337167036174861
27024,652.884592770291,london,United Kingdom,1,4.0,10.0,100.0,4.898305138517077,0.2084862430156621
27091,1133.8460452973964,london,United Kingdom,3,6.0,9.0,93.0,3.409038036103248,0.1779002933440377
27096,618.3118135421811,london,United Kingdom,1,2.0,10.0,99.0,3.1884329781883545,0.5024665907444392
27110,1339.87158682001,london,United Kingdom,1,2.0,10.0,97.0,9.75178956422794,0.358690161747398
27166,786.0015522472306,london,United Kingdom,2,5.0,10.0,94.0,4.563525415955516,0.4806814685485948
27187,861.9675909593358,london,United Kingdom,1,2.0,10.0,100.0,1.6580633224274544,0.3026176834619485
27189,621.1340812342718,london,United Kingdom,2,6.0,10.0,100.0,5.386858792401214,0.2856365642447089
27194,605.8467979021143,london,United Kingdom,2,3.0,9.0,88.0,4.023760969033893,1.0976859942342054
27197,770.4790799407324,london,United Kingdom,1,2.0,10.0,90.0,0.5214993452502747,0.1874462855245952
27198,770.4790799407324,london,United Kingdom,1,2.0,10.0,87.0,0.790342458468607,0.2309070844355234
27236,670.0533878971754,london,United Kingdom,2,4.0,10.0,90.0,3.589806265471777,0.2013062086344589
27257,607.0227427738188,london,United Kingdom,2,4.0,9.0,91.0,4.8535724379073,0.5224466080293128
27259,605.6116089277734,london,United Kingdom,3,5.0,9.0,98.0,4.8125029163254185,0.4751748307212933
27264,809.2852607069781,london,United Kingdom,2,6.0,10.0,96.0,3.7196601177223303,0.3533006877835803
27283,644.4177896940191,london,United Kingdom,2,5.0,8.0,86.0,1.283871864281862,0.2087267967904846
27290,690.750017639173,london,United Kingdom,1,2.0,10.0,96.0,1.3745079176815649,0.233094102212524
27322,960.041393259484,london,United Kingdom,1,2.0,10.0,98.0,2.3761569006535743,0.3409667618549267
27367,618.5470025165221,london,United Kingdom,0,2.0,10.0,100.0,2.430817242513482,0.0795309051362699
27392,686.986994049719,london,United Kingdom,2,4.0,9.0,87.0,2.309169287561469,0.7660151519029914
27394,979.3268891554364,london,United Kingdom,2,4.0,9.0,93.0,2.334978474612861,0.2083302162176965
27403,682.9887814859239,london,United Kingdom,3,6.0,9.0,92.0,7.938155006601152,0.5214582659903566
27405,824.5725440391354,london,United Kingdom,2,6.0,9.0,100.0,3.681637997868492,0.6774210030856458
27434,649.3567581551777,london,United Kingdom,2,6.0,9.0,77.0,3.415775192247064,0.211594148362709
27454,770.7142689150733,london,United Kingdom,1,4.0,4.0,60.0,4.316297906748862,0.860219409956302
27457,882.6642207013335,london,United Kingdom,1,2.0,10.0,100.0,2.376180583525054,0.3409515356150364
27492,748.8416943013711,london,United Kingdom,2,6.0,9.0,83.0,2.1498414362801577,0.5167642604553825
27497,889.2495119828783,london,United Kingdom,2,4.0,8.0,80.0,2.877299430260486,0.7824815722006954
27509,714.0337260989205,london,United Kingdom,1,2.0,9.0,100.0,1.426608494030278,0.1423163865398678
27529,719.2078835344199,london,United Kingdom,2,6.0,8.0,77.0,4.489045712917976,0.4514578582586802
27532,997.4364401796844,london,United Kingdom,2,4.0,9.0,90.0,1.4265987691849185,0.1423096938987438
27536,637.5973094381335,london,United Kingdom,2,5.0,9.0,92.0,2.1829251143421637,0.464875108613964
27538,710.7410804581481,london,United Kingdom,1,6.0,7.0,97.0,5.177680930505395,0.4287676211322199
27545,715.2096709706249,london,United Kingdom,1,6.0,9.0,84.0,1.8507921779583447,0.5926841428602818
27548,659.7050730261765,london,United Kingdom,2,4.0,10.0,100.0,7.905118039557269,1.0219724920023736
27586,1056.704061713587,london,United Kingdom,2,4.0,10.0,97.0,2.132907648725424,0.5493619847894194
27587,743.6675368658717,london,United Kingdom,2,6.0,10.0,85.0,3.806531964774937,0.7995073015673673
27588,735.6711117382818,london,United Kingdom,2,6.0,9.0,83.0,2.988460814120105,0.4467203656008052
27592,628.66012841318,london,United Kingdom,2,5.0,9.0,98.0,3.165616456929594,0.1374443928494133
27599,773.0661586584821,london,United Kingdom,1,2.0,10.0,100.0,2.9099458727903023,0.5200614812404621
27605,787.1774971189351,london,United Kingdom,2,4.0,9.0,93.0,2.5519037078492595,0.2697647921965294
27615,868.5528822408805,london,United Kingdom,1,2.0,8.0,90.0,0.5432012907126983,0.1109480895780839
27627,670.0533878971754,london,United Kingdom,2,5.0,7.0,71.0,0.3245137095219671,0.0366521426963346
27662,889.2495119828783,london,United Kingdom,2,4.0,10.0,96.0,4.542558266975175,0.3207820981075687
27690,721.5597732778288,london,United Kingdom,2,6.0,8.0,86.0,3.609364278372052,0.2277589615852486
27692,787.412686093276,london,United Kingdom,3,6.0,10.0,98.0,4.1172830040762864,0.8087428939314745
27695,695.6889861003316,london,United Kingdom,3,5.0,10.0,97.0,4.54090540471681,1.35212873175281
27707,683.2239704602648,london,United Kingdom,1,3.0,9.0,92.0,4.87406123923875,1.625005821196711
27709,611.9617112349773,london,United Kingdom,1,4.0,9.0,85.0,3.279301176695097,0.8942966617245717
27728,734.4951668665773,london,United Kingdom,2,6.0,10.0,100.0,6.927910409443092,0.7613940952259085
27735,847.8562524988829,london,United Kingdom,2,6.0,9.0,90.0,1.7176254477748265,0.145485977538412
27737,743.6675368658717,london,United Kingdom,2,6.0,9.0,83.0,2.2822961162351163,0.2672250911985694
27738,735.6711117382818,london,United Kingdom,2,6.0,9.0,88.0,2.526344052647377,0.0934540345990093
27744,1159.7168324748936,london,United Kingdom,1,4.0,10.0,91.0,1.6597054143473426,0.3714806403931864
27752,618.5470025165221,london,United Kingdom,1,2.0,9.0,93.0,0.3783267501176264,0.1169764360350704
27766,645.5937345657236,london,United Kingdom,2,6.0,10.0,95.0,14.058307015523576,4.935509155356109
27771,706.2724899456714,london,United Kingdom,2,4.0,9.0,93.0,3.507924735712599,0.1579397299678748
27790,721.5597732778288,london,United Kingdom,2,4.0,4.0,40.0,4.236458831542597,0.348528518616672
27791,1340.1067757943508,london,United Kingdom,2,4.0,10.0,100.0,8.447191663736808,0.8792344434534991
27801,773.0661586584821,london,United Kingdom,2,4.0,9.0,92.0,12.276167729615224,3.166479981665223
27804,953.6912909522802,london,United Kingdom,2,5.0,10.0,100.0,2.076930662291674,0.4124118576928265
27825,1082.3396599167431,london,United Kingdom,2,4.0,10.0,94.0,4.604695948034001,0.4265961997781652
27845,1146.781438886145,london,United Kingdom,3,6.0,10.0,93.0,4.84122048313142,0.9780549042716448
27854,957.6895035160752,london,United Kingdom,1,2.0,9.0,92.0,0.8396258633701474,0.2788146434047736
27855,735.6711117382818,london,United Kingdom,2,6.0,9.0,85.0,3.419065637333784,0.3669666170443964
27859,698.5112537924222,london,United Kingdom,2,4.0,9.0,93.0,3.771448023436449,0.3569427326623462
27865,863.3787248053811,london,United Kingdom,2,4.0,2.0,40.0,5.306009797429992,1.761782879243396
27873,698.5112537924222,london,United Kingdom,2,6.0,2.0,20.0,4.152572747517198,0.7587137440312833
27891,822.2206542957266,london,United Kingdom,1,2.0,10.0,100.0,0.9670092892164024,0.3048683217797838
27896,740.8452691737812,london,United Kingdom,1,4.0,9.0,100.0,2.629969731783558,0.1345832104038984
27897,1082.3396599167431,london,United Kingdom,2,5.0,9.0,98.0,4.003174960227774,0.4355534608291788
27906,1397.963263482208,london,United Kingdom,2,4.0,10.0,98.0,1.077262860553674,0.4010141635503437
27911,1401.9614760460029,london,United Kingdom,2,4.0,10.0,95.0,1.1531676125733064,0.4211014156627487
27912,953.4561019779392,london,United Kingdom,2,4.0,9.0,91.0,1.1094013571790575,0.2459896806892868
27928,818.2224417319316,london,United Kingdom,2,4.0,10.0,98.0,4.272934685582313,0.3972389260828731
27930,1018.133069921682,london,United Kingdom,2,5.0,10.0,98.0,3.7304709917723087,0.3429397040641875
27933,716.3856158423293,london,United Kingdom,1,6.0,10.0,85.0,4.291591250170124,0.1992626675682296
27934,1252.6164773395424,london,United Kingdom,2,4.0,7.0,74.0,2.817295546400197,0.511033389345382
27943,917.4721889037842,london,United Kingdom,1,2.0,9.0,83.0,3.8192937059765617,0.4046702104287114
27950,1010.136644794092,london,United Kingdom,2,6.0,10.0,95.0,4.253152822102446,0.2046178595013392
27975,756.3677414802794,london,United Kingdom,2,4.0,10.0,100.0,3.698393902086578,0.7972499832992274
27983,756.3677414802794,london,United Kingdom,2,4.0,9.0,89.0,3.6968395764185904,0.7976407357423227
27984,628.8953173875209,london,United Kingdom,3,4.0,10.0,100.0,7.4069917202097555,1.489264945376773
27985,1033.6555422281804,london,United Kingdom,2,4.0,9.0,73.0,1.7052175846362594,0.287371718454935
27989,682.9887814859239,london,United Kingdom,2,4.0,10.0,99.0,2.2816700012393354,0.7683167841327497
28001,908.5350078788306,london,United Kingdom,2,6.0,8.0,80.0,4.778196266701044,0.5974569941738325
28004,1008.9606999223876,london,United Kingdom,2,6.0,8.0,74.0,1.9451924848744893,0.1774661234599037
28018,841.506150191679,london,United Kingdom,2,5.0,10.0,100.0,2.080554574450061,0.7258120029675172
28025,631.4823961052706,london,United Kingdom,2,6.0,9.0,88.0,3.5959194256691465,0.9029043900759072
28027,805.5222371175239,london,United Kingdom,2,4.0,10.0,65.0,3.728656789468783,0.3863099590000432
28028,805.287048143183,london,United Kingdom,2,5.0,8.0,80.0,3.7514544274927832,0.4276596729796928
28039,966.6266845410288,london,United Kingdom,1,5.0,9.0,87.0,7.043148674844019,0.5296638228838427
28053,975.7990545403233,london,United Kingdom,1,4.0,7.0,73.0,2.283682873827072,0.4412138074568605
28056,926.4093699287378,london,United Kingdom,2,4.0,10.0,100.0,8.498300748242428,0.9756313129647723
28057,996.26049530798,london,United Kingdom,1,6.0,10.0,93.0,4.125810284184661,0.1001392565737897
28065,664.879230461676,london,United Kingdom,1,2.0,10.0,100.0,3.0427423427125526,0.5403736115721532
28076,740.8452691737812,london,United Kingdom,1,4.0,7.0,80.0,2.487310169043999,0.4107376814567999
28077,1185.3524306780498,london,United Kingdom,3,6.0,10.0,92.0,2.406545053984808,0.7067236833838645
28097,1237.094005033044,london,United Kingdom,3,6.0,10.0,90.0,4.72650428815082,0.569474868434677
28098,703.6854112279216,london,United Kingdom,2,5.0,10.0,95.0,3.7950208460090056,0.1609680154592985
28101,670.0533878971754,london,United Kingdom,2,6.0,9.0,80.0,3.4880995646291058,0.2231900546994818
28112,997.4364401796844,london,United Kingdom,3,6.0,10.0,97.0,4.138076005136134,0.0937636559328831
28114,635.2454196947247,london,United Kingdom,1,2.0,10.0,100.0,1.3531684182782076,0.3993688098414679
28121,798.7017568616383,london,United Kingdom,2,3.0,9.0,91.0,1.457193423813377,0.3148789445550941
28144,815.6353630141818,london,United Kingdom,2,6.0,10.0,100.0,3.36698561217417,0.5330118925412688
28145,703.6854112279216,london,United Kingdom,2,4.0,10.0,100.0,7.295360628231351,1.1205634847850283
28149,605.6116089277734,london,United Kingdom,2,5.0,9.0,87.0,3.5304070861845265,0.2359107570561543
28151,786.0015522472306,london,United Kingdom,3,6.0,10.0,100.0,6.425886618227845,2.1530272928399645
28155,962.3932830028928,london,United Kingdom,2,4.0,10.0,100.0,5.961766353316428,1.1996627342177657
28163,1029.657329664385,london,United Kingdom,2,5.0,9.0,90.0,6.135908094889648,1.3967655052495058
28164,695.6889861003316,london,United Kingdom,2,6.0,10.0,100.0,4.240151689740498,0.1225869091307652
28165,1301.535784002446,london,United Kingdom,3,6.0,10.0,97.0,3.930495796721987,0.5385642509757415
28175,682.9887814859239,london,United Kingdom,2,6.0,9.0,87.0,4.47019230184057,0.3587976454431005
28177,682.9887814859239,london,United Kingdom,2,6.0,10.0,100.0,4.442975047447329,0.3100527201646766
28178,682.9887814859239,london,United Kingdom,2,6.0,10.0,100.0,4.3406473607996245,0.3311901200376412
28193,836.3319927561796,london,United Kingdom,1,2.0,9.0,96.0,4.445464247807678,0.8469970743048276
28196,711.2114584068299,london,United Kingdom,1,4.0,9.0,85.0,1.1919040666434089,0.2926648461677605
28203,695.9241750746725,london,United Kingdom,1,2.0,10.0,100.0,0.395445469504173,0.1629317241346049
28206,603.0245302100237,london,United Kingdom,1,2.0,10.0,80.0,0.3397148813043958,0.1873333081963598
28262,625.1322937980667,london,United Kingdom,1,2.0,10.0,95.0,0.3689409692589568,0.1730991013964525
28273,733.3192219948729,london,United Kingdom,1,3.0,9.0,93.0,4.844816913793872,1.6370387045122017
28285,824.5725440391354,london,United Kingdom,1,2.0,10.0,100.0,5.511719554145476,0.2952096709048332
28297,786.2367412215715,london,United Kingdom,2,6.0,8.0,88.0,4.34515910671222,0.3217532295655883
28298,650.767892001223,london,United Kingdom,1,2.0,10.0,100.0,0.310749161852726,0.0337371617386755
28306,641.8307109762694,london,United Kingdom,1,4.0,10.0,100.0,1.2723801937818866,0.2266793804752063
28313,786.0015522472306,london,United Kingdom,2,4.0,8.0,100.0,2.770729561408534,0.3288254466771917
28332,1112.2086596580352,london,United Kingdom,2,6.0,8.0,80.0,3.7875767717545377,0.3778493081197329
28345,615.9599237987724,london,United Kingdom,1,5.0,9.0,90.0,3.923629818793952,0.2990765669975943
28346,631.4823961052706,london,United Kingdom,1,4.0,9.0,91.0,3.9383066156576687,0.2676608643467488
28353,1009.1958888967284,london,United Kingdom,2,6.0,10.0,100.0,3.772229429319288,0.4220870093335709
28360,951.1042122345305,london,United Kingdom,2,6.0,7.0,91.0,4.111952146147328,0.1156639203644577
28362,1398.198452456549,london,United Kingdom,2,4.0,9.0,93.0,1.3993881548939062,0.4601757562569629
28384,773.0661586584821,london,United Kingdom,0,4.0,8.0,82.0,1.0991151608659508,0.1936298727450094
28394,658.2939391801312,london,United Kingdom,2,6.0,10.0,90.0,3.210788150022682,0.2138113452388207
28406,722.7357181495331,london,United Kingdom,1,4.0,10.0,80.0,9.290356731260346,0.220423764320402
28420,708.8595686634211,london,United Kingdom,3,6.0,10.0,100.0,4.58912342289233,0.2573125675475179
28450,811.8723394247278,london,United Kingdom,2,2.0,6.0,60.0,8.235739100394799,0.8018868402233426
28456,792.3516545544345,london,United Kingdom,2,6.0,10.0,95.0,3.299131757008387,0.1706421155402412
28466,817.9872527575907,london,United Kingdom,1,4.0,10.0,96.0,3.145622233768492,0.5370415562957718
28475,693.3370963569228,london,United Kingdom,2,4.0,10.0,97.0,7.570322068053957,0.6203229180146674
28483,618.5470025165221,london,United Kingdom,2,6.0,9.0,96.0,5.89236797143627,0.2198755983271273
28491,692.1611514852184,london,United Kingdom,2,6.0,10.0,90.0,2.1325110446640787,0.1634298766033125
28509,1015.3108022295914,london,United Kingdom,2,5.0,10.0,97.0,0.9387741103287884,0.1971813517302299
28514,611.9617112349773,london,United Kingdom,1,3.0,10.0,100.0,3.3347396628036745,0.0955445057781629
